MeasureItem	Month	Year	Category	Area	MeasureItemID	CreationDate	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	1	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	120.9070000	
Monthly Domestic Values	2	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	132.0380000	
Monthly Domestic Values	3	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	172.9660000	
Monthly Domestic Values	4	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	194.5580000	
Monthly Domestic Values	5	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	189.6200000	
Monthly Domestic Values	6	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	131.8390000	
Monthly Domestic Values	7	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	117.0580000	
Monthly Domestic Values	8	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	106.6590000	
Monthly Domestic Values	9	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	160.1540000	
Monthly Domestic Values	10	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	189.6490000	
Monthly Domestic Values	11	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	206.3080000	
Monthly Domestic Values	12	2024	Biomass	AT	B01	2025-03-03 12:12:11	100	211.7230000	
Monthly Domestic Values	1	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	204.2097000	
Monthly Domestic Values	2	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	111.1274000	
Monthly Domestic Values	3	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	124.5871000	
Monthly Domestic Values	4	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	169.5704000	
Monthly Domestic Values	5	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	205.3995000	
Monthly Domestic Values	6	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	311.3645000	
Monthly Domestic Values	7	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	241.6884000	
Monthly Domestic Values	8	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	250.6774000	
Monthly Domestic Values	9	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	207.8594000	
Monthly Domestic Values	10	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	101.8309000	
Monthly Domestic Values	11	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	185.4193000	
Monthly Domestic Values	12	2024	Consumption of Hydro Pumped Storage	AT	(B10)	2025-03-03 12:19:25	100	210.3891000	
Monthly Domestic Values	1	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	1208.7151000	
Monthly Domestic Values	2	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	641.9592000	
Monthly Domestic Values	3	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	492.9559000	
Monthly Domestic Values	4	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	205.9168000	
Monthly Domestic Values	5	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	11.8061000	
Monthly Domestic Values	6	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	36.8992000	
Monthly Domestic Values	7	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	16.4726000	
Monthly Domestic Values	8	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	79.1548000	
Monthly Domestic Values	9	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	88.8415000	
Monthly Domestic Values	10	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	403.4815000	
Monthly Domestic Values	11	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	1485.5574000	
Monthly Domestic Values	12	2024	Fossil Gas	AT	B04	2025-03-03 12:12:11	100	1477.8705000	
Monthly Domestic Values	1	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	2	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	3	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	4	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	5	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	6	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	7	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	8	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	9	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	10	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	11	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	12	2024	Fossil Hard coal	AT	B05	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	1	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	2	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	3	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	4	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	5	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	6	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	7	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	8	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	9	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	10	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	11	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	12	2024	Fossil Oil	AT	B06	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	1	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	2	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0487200	
Monthly Domestic Values	3	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	4	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0504000	
Monthly Domestic Values	5	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	6	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0504000	
Monthly Domestic Values	7	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	8	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	9	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0504000	
Monthly Domestic Values	10	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	11	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0504000	
Monthly Domestic Values	12	2024	Geothermal	AT	B09	2025-03-03 12:12:11	100	0.0520800	
Monthly Domestic Values	1	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	510.4165000	
Monthly Domestic Values	2	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	388.2153000	
Monthly Domestic Values	3	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	424.0680000	
Monthly Domestic Values	4	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	377.0904000	
Monthly Domestic Values	5	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	404.2146000	
Monthly Domestic Values	6	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	450.3837000	
Monthly Domestic Values	7	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	526.4795000	
Monthly Domestic Values	8	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	434.4876000	
Monthly Domestic Values	9	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	388.7288000	
Monthly Domestic Values	10	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	597.3920000	
Monthly Domestic Values	11	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	362.0163000	
Monthly Domestic Values	12	2024	Hydro Pumped Storage	AT	B10	2025-03-03 12:12:11	100	448.6956000	
Monthly Domestic Values	1	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	2708.7646000	
Monthly Domestic Values	2	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	2464.0145000	
Monthly Domestic Values	3	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	2273.2998000	
Monthly Domestic Values	4	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	2880.8745000	
Monthly Domestic Values	5	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	3360.4057000	
Monthly Domestic Values	6	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	3339.2968000	
Monthly Domestic Values	7	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	3148.2637000	
Monthly Domestic Values	8	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	2370.9943000	
Monthly Domestic Values	9	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	2674.9978000	
Monthly Domestic Values	10	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	3249.9892000	
Monthly Domestic Values	11	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	1771.0270000	
Monthly Domestic Values	12	2024	Hydro Run-of-river and poundage	AT	B11	2025-03-03 12:12:11	100	1605.8960000	
Monthly Domestic Values	1	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	437.7750000	
Monthly Domestic Values	2	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	282.0415000	
Monthly Domestic Values	3	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	262.3806000	
Monthly Domestic Values	4	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	310.5908000	
Monthly Domestic Values	5	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	442.7440000	
Monthly Domestic Values	6	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	550.4111000	
Monthly Domestic Values	7	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	564.2835000	
Monthly Domestic Values	8	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	457.8895000	
Monthly Domestic Values	9	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	390.7156000	
Monthly Domestic Values	10	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	452.3248000	
Monthly Domestic Values	11	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	239.4835000	
Monthly Domestic Values	12	2024	Hydro Water Reservoir	AT	B12	2025-03-03 12:12:11	100	222.9809000	
Monthly Domestic Values	1	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	2	2024	Other	AT	B20	2025-03-03 12:12:11	100	15.3120000	
Monthly Domestic Values	3	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	4	2024	Other	AT	B20	2025-03-03 12:12:11	100	15.8400000	
Monthly Domestic Values	5	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	6	2024	Other	AT	B20	2025-03-03 12:12:11	100	15.8400000	
Monthly Domestic Values	7	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	8	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	9	2024	Other	AT	B20	2025-03-03 12:12:11	100	15.8400000	
Monthly Domestic Values	10	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	11	2024	Other	AT	B20	2025-03-03 12:12:11	100	15.8400000	
Monthly Domestic Values	12	2024	Other	AT	B20	2025-03-03 12:12:11	100	16.3680000	
Monthly Domestic Values	1	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	2	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	3	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	4	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	5	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	6	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	7	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	8	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	9	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	10	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	11	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	12	2024	Other renewable	AT	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	1	2024	Solar	AT	B16	2025-03-03 12:12:11	100	118.8730000	
Monthly Domestic Values	2	2024	Solar	AT	B16	2025-03-03 12:12:11	100	194.0760000	
Monthly Domestic Values	3	2024	Solar	AT	B16	2025-03-03 12:12:11	100	417.6860000	
Monthly Domestic Values	4	2024	Solar	AT	B16	2025-03-03 12:12:11	100	652.6090000	
Monthly Domestic Values	5	2024	Solar	AT	B16	2025-03-03 12:12:11	100	820.7510000	
Monthly Domestic Values	6	2024	Solar	AT	B16	2025-03-03 12:12:11	100	826.0910000	
Monthly Domestic Values	7	2024	Solar	AT	B16	2025-03-03 12:12:11	100	855.7990000	
Monthly Domestic Values	8	2024	Solar	AT	B16	2025-03-03 12:12:11	100	804.8680000	
Monthly Domestic Values	9	2024	Solar	AT	B16	2025-03-03 12:12:11	100	491.2270000	
Monthly Domestic Values	10	2024	Solar	AT	B16	2025-03-03 12:12:11	100	296.6780000	
Monthly Domestic Values	11	2024	Solar	AT	B16	2025-03-03 12:12:11	100	210.8900000	
Monthly Domestic Values	12	2024	Solar	AT	B16	2025-03-03 12:12:11	100	163.0230000	
Monthly Domestic Values	1	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	2	2024	Waste	AT	B17	2025-03-03 12:12:11	100	69.6000000	
Monthly Domestic Values	3	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	4	2024	Waste	AT	B17	2025-03-03 12:12:11	100	72.0000000	
Monthly Domestic Values	5	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	6	2024	Waste	AT	B17	2025-03-03 12:12:11	100	72.0000000	
Monthly Domestic Values	7	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	8	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	9	2024	Waste	AT	B17	2025-03-03 12:12:11	100	72.0000000	
Monthly Domestic Values	10	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	11	2024	Waste	AT	B17	2025-03-03 12:12:11	100	72.0000000	
Monthly Domestic Values	12	2024	Waste	AT	B17	2025-03-03 12:12:11	100	74.4000000	
Monthly Domestic Values	1	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	1154.6560000	
Monthly Domestic Values	2	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	998.4260000	
Monthly Domestic Values	3	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	1075.9030000	
Monthly Domestic Values	4	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	925.9640000	
Monthly Domestic Values	5	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	574.6240000	
Monthly Domestic Values	6	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	447.4650000	
Monthly Domestic Values	7	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	520.8830000	
Monthly Domestic Values	8	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	417.0710000	
Monthly Domestic Values	9	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	804.4410000	
Monthly Domestic Values	10	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	762.0370000	
Monthly Domestic Values	11	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	735.6830000	
Monthly Domestic Values	12	2024	Wind Onshore	AT	B19	2025-03-03 12:12:11	100	948.0910000	
Monthly Domestic Values	1	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	819.8297100	
Monthly Domestic Values	2	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	698.0586100	
Monthly Domestic Values	3	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	602.7614400	
Monthly Domestic Values	4	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	545.7894300	
Monthly Domestic Values	5	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	524.2433900	
Monthly Domestic Values	7	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	574.6772500	
Monthly Domestic Values	8	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	607.6238300	
Monthly Domestic Values	9	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	635.9515800	
Monthly Domestic Values	10	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	552.5243600	
Monthly Domestic Values	11	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	665.4012300	
Monthly Domestic Values	12	2024	Fossil Brown coal/Lignite	BA	B02	2025-03-03 12:12:11	100	893.7965400	
Monthly Domestic Values	1	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	5.0204600	
Monthly Domestic Values	2	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	16.4829300	
Monthly Domestic Values	3	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	10.1824700	
Monthly Domestic Values	4	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	4.5768900	
Monthly Domestic Values	5	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	5.2057400	
Monthly Domestic Values	7	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	35.8011100	
Monthly Domestic Values	8	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	4.2808300	
Monthly Domestic Values	9	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	11.7575800	
Monthly Domestic Values	10	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	13.2651800	
Monthly Domestic Values	11	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	14.0928700	
Monthly Domestic Values	12	2024	Hydro Pumped Storage	BA	B10	2025-03-03 12:12:11	100	38.1414800	
Monthly Domestic Values	1	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	66.8172400	
Monthly Domestic Values	2	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	62.8718300	
Monthly Domestic Values	3	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	75.0764800	
Monthly Domestic Values	4	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	50.0800500	
Monthly Domestic Values	5	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	27.9084200	
Monthly Domestic Values	7	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	17.3600000	
Monthly Domestic Values	8	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	15.1722200	
Monthly Domestic Values	9	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	22.3986200	
Monthly Domestic Values	10	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	43.5937700	
Monthly Domestic Values	11	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	32.9933300	
Monthly Domestic Values	12	2024	Hydro Run-of-river and poundage	BA	B11	2025-03-03 12:12:11	100	49.8620400	
Monthly Domestic Values	1	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	444.4590900	
Monthly Domestic Values	2	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	378.6281900	
Monthly Domestic Values	3	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	452.0151600	
Monthly Domestic Values	4	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	248.5459600	
Monthly Domestic Values	5	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	172.1487800	
Monthly Domestic Values	7	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	198.7791100	
Monthly Domestic Values	8	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	175.0951100	
Monthly Domestic Values	9	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	134.7102100	
Monthly Domestic Values	10	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	290.4371400	
Monthly Domestic Values	11	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	260.2017800	
Monthly Domestic Values	12	2024	Hydro Water Reservoir	BA	B12	2025-03-03 12:12:11	100	379.5329000	
Monthly Domestic Values	1	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	2	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	3	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	4	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	5	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	7	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	8	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	9	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	10	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	11	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	12	2024	Other renewable	BA	B15	2025-03-03 12:12:11	100	0.0000000	
Monthly Domestic Values	1	2024	Solar	BA	B16	2025-03-03 12:12:11	100	3.1721500	
Monthly Domestic Values	2	2024	Solar	BA	B16	2025-03-03 12:12:11	100	3.3635400	
Monthly Domestic Values	3	2024	Solar	BA	B16	2025-03-03 12:12:11	100	4.3777400	
Monthly Domestic Values	4	2024	Solar	BA	B16	2025-03-03 12:12:11	100	6.5194700	
Monthly Domestic Values	5	2024	Solar	BA	B16	2025-03-03 12:12:11	100	5.4567300	
Monthly Domestic Values	7	2024	Solar	BA	B16	2025-03-03 12:12:11	100	8.5115200	
Monthly Domestic Values	8	2024	Solar	BA	B16	2025-03-03 12:12:11	100	10.6815300	
Monthly Domestic Values	9	2024	Solar	BA	B16	2025-03-03 12:12:11	100	9.6659100	
Monthly Domestic Values	10	2024	Solar	BA	B16	2025-03-03 12:12:11	100	9.2180900	
Monthly Domestic Values	11	2024	Solar	BA	B16	2025-03-03 12:12:11	100	6.0987000	
Monthly Domestic Values	12	2024	Solar	BA	B16	2025-03-03 12:12:11	100	4.7480700	
Monthly Domestic Values	1	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	20.0100400	
Monthly Domestic Values	2	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	16.5695600	
Monthly Domestic Values	3	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	15.0299600	
Monthly Domestic Values	4	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	11.6447000	
Monthly Domestic Values	5	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	7.5039500	
Monthly Domestic Values	7	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	5.8627200	
Monthly Domestic Values	8	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	6.6934000	
Monthly Domestic Values	9	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	9.8490900	
Monthly Domestic Values	10	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	6.1586700	
Monthly Domestic Values	11	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	12.4673800	
Monthly Domestic Values	12	2024	Wind Onshore	BA	B19	2025-03-03 12:12:11	100	19.4807200	
Monthly Domestic Values	1	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	53.7583800	
Monthly Domestic Values	2	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	55.1908100	
Monthly Domestic Values	3	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	78.0748400	
Monthly Domestic Values	4	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	62.8912900	
Monthly Domestic Values	5	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	56.8729600	
Monthly Domestic Values	6	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	54.7784500	
Monthly Domestic Values	7	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	58.3189200	
Monthly Domestic Values	8	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	56.6723500	
Monthly Domestic Values	9	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	73.8327000	
Monthly Domestic Values	10	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	59.8717700	
Monthly Domestic Values	11	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	65.0508100	
Monthly Domestic Values	12	2024	Biomass	BE	B01	2025-03-03 12:12:11	100	63.4676200	
Monthly Domestic Values	1	2024	Consumption of Hydro Pumped Storage	BE	(B10)	2025-03-03 12:19:25	100	130.6453600	
Monthly Domestic Values	2	2024	Consumption of Hydro Pumped Storage	BE	(B10)	2025-03-03 12:19:25	100	102.7282500	
Monthly Domestic Values	3	2024	Consumption of Hydro Pumped Storage	BE	(B10)	2025-03-03 12:19:25	100	148.9152800	
Monthly Domestic Values	4	2024	Consumption of Hydro Pumped Storage	BE	(B10)	2025-03-03 12:19:25	100	169.0393300	
Monthly Domestic Values	5	2024	Consumption of Hydro Pumped Storage	BE	(B10)	2025-03-03 12:19:25	100	110.0291100	
